k,rank,time
3,3,0.004149455577135086
7,3,0.004149098880589008
8,3,0.004109320230782032
9,3,0.004111438058316708
10,3,0.004091926850378513
11,3,0.004158603027462959
12,3,0.004101328551769257
13,3,0.004106275737285614
14,3,0.004099974408745766
16,3,0.0041144900023937225
18,3,0.00410581286996603
20,3,0.004169080406427383
22,3,0.004255999810993671
24,3,0.004206487908959389
26,3,0.004104208201169968
28,3,0.0040963636711239815
30,3,0.0041554588824510574
34,3,0.004153351299464703
39,3,0.004187627695500851
45,3,0.004399111494421959
52,3,0.004253103397786617
58,3,0.004471171647310257
63,3,0.004352137446403503
69,3,0.004580811597406864
72,3,0.004456756636500359
79,3,0.004603859968483448
84,3,0.004724455997347832
90,3,0.0045486632734537125
96,3,0.0046683745458722115
102,3,0.004834184423089027
106,3,0.004603400826454163
112,3,0.005210628733038902
118,3,0.004953980445861816
125,3,0.004874758422374725
132,3,0.006022772751748562
137,3,0.005668008700013161
141,3,0.005920149385929108
148,3,0.006780889816582203
154,3,0.006335096433758736
160,3,0.006483552046120167
165,3,0.006101439706981182
170,3,0.008660294115543365
175,3,0.009004157036542892
182,3,0.00982293114066124
188,3,0.011516164988279343
193,3,0.01244308054447174
198,3,0.012790244072675705
204,3,0.014662455767393112
210,3,0.014429638162255287
216,3,0.016212102957069874
222,3,0.017121884040534496
228,3,0.01536449883133173
233,3,0.01776209007948637
240,3,0.01731432043015957
245,3,0.017229115590453148
248,3,0.017733206041157246
255,3,0.02082980051636696
261,3,0.021545056253671646
266,3,0.022535892203450203
273,3,0.022553199902176857
277,3,0.023283375427126884
284,3,0.024599445052444935
289,3,0.023159164004027843
295,3,0.025905930437147617
299,3,0.02371091488748789
304,3,0.02410625759512186
311,3,0.02686429489403963
317,3,0.027070962823927402
321,3,0.02742853481322527
327,3,0.02628596406430006
333,3,0.025465100072324276
340,3,0.023862089961767197
344,3,0.02603190764784813
349,3,0.023918813094496727
355,3,0.02243464905768633
360,3,0.02365337312221527
366,3,0.02448134683072567
371,3,0.025036446750164032
377,3,0.02421762701123953
383,3,0.022413872182369232
389,3,0.0211658189073205
394,3,0.020205399952828884
399,3,0.020386166870594025
404,3,0.021137261763215065
410,3,0.019139518029987812
415,3,0.018374882638454437
420,3,0.019433222711086273
427,3,0.018623553216457367
433,3,0.016833797097206116
437,3,0.014133491553366184
442,3,0.014088320545852184
448,3,0.014409651048481464
452,3,0.013379291631281376
458,3,0.010478108190000057
464,3,0.009251191280782223
470,3,0.009713703766465187
475,3,0.009977348148822784
481,3,0.009729898534715176
487,3,0.009030752815306187
492,3,0.009896938689053059
496,3,0.009266829118132591
502,3,0.010609547607600689
508,3,0.013085059821605682
513,3,0.015045861713588238
519,3,0.014423275366425514
524,3,0.014804216101765633
531,3,0.018604679964482784
537,3,0.019582083448767662
543,3,0.019456001929938793
547,3,0.019281720742583275
553,3,0.0188001599162817
559,3,0.020544573664665222
564,3,0.020132378675043583
569,3,0.020012973807752132
575,3,0.02216462232172489
580,3,0.023169495165348053
587,3,0.024937020614743233
590,3,0.024372938089072704
595,3,0.02480424288660288
602,3,0.02179901022464037
609,3,0.023976502008736134
612,3,0.023026087321341038
618,3,0.024068300612270832
624,3,0.02466590143740177
631,3,0.025295620784163475
634,3,0.025293991900980473
640,3,0.02651584055274725
646,3,0.027028465643525124
650,3,0.02626979723572731
657,3,0.02283415663987398
661,3,0.022791354916989803
667,3,0.02414963860064745
671,3,0.023734373040497303
676,3,0.023816744796931744
683,3,0.022988559678196907
687,3,0.022427579388022423
693,3,0.022908019833266735
699,3,0.02218802645802498
706,3,0.01983833499252796
708,3,0.018682587891817093
714,3,0.017802821472287178
721,3,0.01689063385128975
726,3,0.018239551223814487
731,3,0.01619126833975315
737,3,0.015696004033088684
743,3,0.013778885826468468
748,3,0.014277957379817963
752,3,0.014474180527031422
758,3,0.013316926546394825
763,3,0.012940679676830769
770,3,0.011861209757626057
774,3,0.011726465076208115
779,3,0.009542727842926979
785,3,0.008764354512095451
791,3,0.00868738628923893
794,3,0.006996401585638523
801,3,0.006127772852778435
807,3,0.0063704317435622215
813,3,0.006680069491267204
819,3,0.0062844399362802505
825,3,0.0057339975610375404
828,3,0.005930502898991108
834,3,0.005026869475841522
841,3,0.004933563992381096
848,3,0.004890020005404949
851,3,0.004933888092637062
857,3,0.004888626746833324
864,3,0.004807497374713421
871,3,0.004508513957262039
877,3,0.004558664746582508
882,3,0.0047086263075470924
887,3,0.004389025270938873
893,3,0.0046536000445485115
898,3,0.004574025981128216
904,3,0.004356289282441139
908,3,0.004294496029615402
915,3,0.004517535679042339
922,3,0.0043463194742798805
926,3,0.004295719787478447
933,3,0.004363170824944973
939,3,0.00421393197029829
942,3,0.004074414260685444
949,3,0.004318509250879288
956,3,0.004397953860461712
2,2,0.0063979001715779305
41,2,0.006667515262961388
49,2,0.006450348533689976
57,2,0.006893153302371502
65,2,0.00709241908043623
76,2,0.007060217671096325
83,2,0.007218911312520504
91,2,0.006992751732468605
100,2,0.007093303836882114
110,2,0.006343820132315159
117,2,0.006057035177946091
123,2,0.006509989500045776
130,2,0.007379406131803989
138,2,0.00851206574589014
146,2,0.010988825000822544
155,2,0.01004085037857294
162,2,0.009492657147347927
172,2,0.0126771479845047
179,2,0.013712837360799313
187,2,0.01633074227720499
195,2,0.018695948645472527
203,2,0.020680934190750122
211,2,0.02157215029001236
218,2,0.022467421367764473
227,2,0.022910643368959427
235,2,0.025954493321478367
243,2,0.024150876328349113
252,2,0.028375789523124695
260,2,0.03150599729269743
268,2,0.03223227057605982
275,2,0.03292649891227484
283,2,0.03365863673388958
290,2,0.03360121324658394
298,2,0.03506185673177242
305,2,0.03583349846303463
313,2,0.03820800315588713
320,2,0.038237147964537144
329,2,0.037659600377082825
338,2,0.03354796580970287
346,2,0.034334140829741955
353,2,0.0357080465182662
361,2,0.033546884544193745
369,2,0.035447169095277786
376,2,0.03543469402939081
384,2,0.03188752289861441
392,2,0.029466035775840282
400,2,0.03048721794039011
408,2,0.02751605398952961
416,2,0.026985871605575085
424,2,0.029214064590632915
432,2,0.02398152556270361
440,2,0.021786298602819443
447,2,0.020275171846151352
456,2,0.015338688157498837
463,2,0.01466020941734314
471,2,0.015421794727444649
478,2,0.015466766431927681
488,2,0.01510132197290659
495,2,0.014584043994545937
503,2,0.01565772108733654
511,2,0.022158709354698658
518,2,0.02165023796260357
527,2,0.02364420983940363
536,2,0.027302016504108906
544,2,0.026384773664176464
551,2,0.02719887625426054
558,2,0.03152281325310469
567,2,0.029270272701978683
574,2,0.031686688773334026
582,2,0.03403219673782587
589,2,0.03538196347653866
598,2,0.033509787172079086
606,2,0.034548026509582996
614,2,0.034580555744469166
621,2,0.03459683991968632
630,2,0.03897698875516653
638,2,0.03881295770406723
645,2,0.04096309933811426
653,2,0.03694216813892126
662,2,0.0348338196054101
669,2,0.03316786605864763
677,2,0.03402486443519592
684,2,0.032487962394952774
692,2,0.03302657697349787
700,2,0.031800965778529644
707,2,0.028520272113382816
716,2,0.023221317678689957
725,2,0.023630589246749878
733,2,0.021030711010098457
739,2,0.023292058147490025
747,2,0.021458225324749947
756,2,0.02132291067391634
764,2,0.017837854102253914
771,2,0.0175905404612422
778,2,0.014748328365385532
787,2,0.01264138799160719
796,2,0.009929449297487736
805,2,0.009865237399935722
812,2,0.010607327334582806
820,2,0.009523765183985233
829,2,0.00848657451570034
838,2,0.0077727437019348145
847,2,0.0074569955468177795
856,2,0.007510184310376644
863,2,0.0070665497332811356
870,2,0.007069596089422703
878,2,0.007099740207195282
886,2,0.00722017977386713
896,2,0.006946570239961147
903,2,0.006862526759505272
912,2,0.006832980550825596
921,2,0.006891185417771339
930,2,0.0067947544157505035
940,2,0.00674878153949976
948,2,0.006697970442473888
955,2,0.006505349650979042
6,6,0.004630742594599724
33,6,0.0052635567262768745
40,6,0.005457594990730286
46,6,0.005350005812942982
54,6,0.005520027130842209
61,6,0.0054442398250103
68,6,0.005742387846112251
75,6,0.005395274609327316
81,6,0.005655175074934959
88,6,0.0057457322254776955
95,6,0.0057349856942892075
103,6,0.005859242752194405
109,6,0.006306733004748821
115,6,0.0058915335685014725
122,6,0.006057376973330975
129,6,0.0069071147590875626
136,6,0.007747810333967209
145,6,0.009170335717499256
152,6,0.008921152912080288
159,6,0.00789079163223505
166,6,0.008865644223988056
173,6,0.010701630264520645
180,6,0.012094605714082718
186,6,0.014865605160593987
194,6,0.01539615262299776
201,6,0.019438788294792175
209,6,0.019257049076259136
217,6,0.018148280680179596
223,6,0.020961282774806023
230,6,0.02015701588243246
237,6,0.02267737127840519
244,6,0.021748452447354794
250,6,0.025401858612895012
258,6,0.026687420904636383
265,6,0.028888380154967308
272,6,0.029402006417512894
280,6,0.03177470155060291
286,6,0.03195325657725334
293,6,0.032675874419510365
301,6,0.03158790431916714
309,6,0.035341168753802776
316,6,0.03628128953278065
324,6,0.03451369423419237
330,6,0.035157304257154465
337,6,0.0313242943957448
343,6,0.031747750006616116
351,6,0.03152025770395994
357,6,0.0286435317248106
364,6,0.03179734293371439
372,6,0.03154560085386038
379,6,0.03015591949224472
386,6,0.028676475398242474
393,6,0.026787261478602886
401,6,0.027168511413037777
407,6,0.025401401333510876
414,6,0.02446059137582779
421,6,0.025046687573194504
428,6,0.024981536902487278
436,6,0.018810385838150978
444,6,0.018746020272374153
451,6,0.01788173709064722
457,6,0.013773364014923573
465,6,0.012816834263503551
472,6,0.012701546773314476
480,6,0.012578828260302544
486,6,0.011671993881464005
493,6,0.013074501417577267
500,6,0.013297663070261478
507,6,0.01656913571059704
515,6,0.01731838844716549
521,6,0.019098411314189434
528,6,0.021932234056293964
535,6,0.024783850647509098
542,6,0.02484463807195425
549,6,0.024114727042615414
556,6,0.027828709222376347
563,6,0.026412133127450943
570,6,0.026683161966502666
577,6,0.0282672056928277
584,6,0.03178887069225311
592,6,0.030742918141186237
599,6,0.029708750545978546
604,6,0.02841696422547102
611,6,0.03027846571058035
619,6,0.031346009112894535
626,6,0.032673243433237076
633,6,0.03419496212154627
639,6,0.03597890306264162
647,6,0.03438666649162769
655,6,0.031708138063549995
660,6,0.030042070895433426
668,6,0.03204154409468174
675,6,0.030560660175979137
682,6,0.03188933897763491
690,6,0.027880743145942688
697,6,0.027979450300335884
704,6,0.02664472721517086
712,6,0.02351824939250946
718,6,0.020931297913193703
723,6,0.02288764249533415
730,6,0.02034415304660797
738,6,0.021675110794603825
745,6,0.019706147722899914
753,6,0.018650267273187637
760,6,0.017997833900153637
767,6,0.016359955072402954
775,6,0.01406644843518734
783,6,0.01099120918661356
788,6,0.010689374059438705
795,6,0.008145020343363285
802,6,0.008355515077710152
811,6,0.008691663853824139
818,6,0.008328505791723728
826,6,0.007473452016711235
832,6,0.006569289602339268
837,6,0.006476742215454578
845,6,0.00633834395557642
852,6,0.006213170476257801
859,6,0.00616851169615984
867,6,0.006163337267935276
874,6,0.006113803945481777
881,6,0.006003212183713913
889,6,0.005801379680633545
895,6,0.005784092471003532
902,6,0.00569244846701622
911,6,0.00540793314576149
918,6,0.005604030564427376
925,6,0.005689787678420544
932,6,0.005613964982330799
938,6,0.005640130490064621
944,6,0.0054476503282785416
952,6,0.005567141808569431
959,6,0.005408809520304203
5,5,0.005234002135694027
35,5,0.005138901062309742
43,5,0.005630563013255596
50,5,0.005306307226419449
56,5,0.005724986083805561
64,5,0.005767912603914738
71,5,0.00561179593205452
78,5,0.0058400556445121765
86,5,0.005999427288770676
93,5,0.005736088380217552
99,5,0.006034995429217815
107,5,0.005986425094306469
114,5,0.006055301986634731
121,5,0.00632181391119957
128,5,0.006525942124426365
135,5,0.007476647384464741
142,5,0.007976378314197063
150,5,0.008372495882213116
157,5,0.007772180251777172
164,5,0.008166159503161907
171,5,0.01075231283903122
178,5,0.011936385184526443
185,5,0.013337917625904083
192,5,0.016172337345778942
199,5,0.018702023662626743
206,5,0.01922290399670601
213,5,0.018984162248671055
221,5,0.020498231053352356
229,5,0.02096150629222393
236,5,0.02365408930927515
241,5,0.02212748397141695
249,5,0.02407841384410858
256,5,0.027025949209928513
264,5,0.028316086158156395
271,5,0.029754635877907276
279,5,0.03283244092017412
285,5,0.031292324885725975
292,5,0.03257825691252947
300,5,0.030915060080587864
308,5,0.0352530162781477
315,5,0.037473113276064396
323,5,0.034172662533819675
328,5,0.03543863818049431
336,5,0.033503307960927486
345,5,0.03229000885039568
352,5,0.03237957041710615
359,5,0.029981390573084354
367,5,0.032019116915762424
374,5,0.0323191424831748
381,5,0.030747096985578537
388,5,0.027752306312322617
396,5,0.026991697028279305
402,5,0.02867252565920353
409,5,0.024826382286846638
418,5,0.025484132580459118
425,5,0.025617754086852074
431,5,0.022457314655184746
439,5,0.019834487698972225
446,5,0.01871742680668831
453,5,0.01696232706308365
460,5,0.01403231080621481
468,5,0.013437709771096706
476,5,0.012720360420644283
483,5,0.012387165799736977
489,5,0.013323969207704067
498,5,0.013157127425074577
505,5,0.015463348478078842
512,5,0.018873181194067
520,5,0.01994346547871828
526,5,0.021982427686452866
534,5,0.02535197976976633
541,5,0.02610231377184391
548,5,0.025121141225099564
555,5,0.027461543679237366
562,5,0.027965071611106396
571,5,0.02846771664917469
578,5,0.02982232253998518
586,5,0.03286963328719139
594,5,0.03149969596415758
601,5,0.0293482793495059
607,5,0.03215799294412136
615,5,0.03203726001083851
622,5,0.03071834985166788
628,5,0.03562339395284653
636,5,0.03516461048275232
643,5,0.035872120410203934
651,5,0.0355411721393466
658,5,0.03027606289833784
665,5,0.03363060299307108
674,5,0.03319321107119322
681,5,0.03292673919349909
688,5,0.030153476633131504
695,5,0.029740850441157818
702,5,0.027391651645302773
709,5,0.026247634552419186
717,5,0.022023781202733517
724,5,0.024132651276886463
732,5,0.020508628338575363
740,5,0.02032897062599659
746,5,0.01953125186264515
754,5,0.01960718259215355
762,5,0.017069553025066853
768,5,0.01675779651850462
776,5,0.014004777185618877
782,5,0.01204514317214489
789,5,0.010743919759988785
797,5,0.007980473339557648
803,5,0.008011939004063606
809,5,0.008687850087881088
816,5,0.00889046210795641
823,5,0.007690960541367531
831,5,0.007079021073877811
839,5,0.006503666751086712
844,5,0.006396581418812275
850,5,0.006275375373661518
858,5,0.006220337003469467
866,5,0.006189168430864811
873,5,0.006136019714176655
880,5,0.006011473014950752
888,5,0.005808007903397083
894,5,0.0058055296540260315
901,5,0.005722128786146641
909,5,0.005448183976113796
917,5,0.005650057457387447
924,5,0.00568750686943531
931,5,0.005624908953905106
937,5,0.005613336339592934
943,5,0.005440839566290379
950,5,0.00557133462280035
958,5,0.00543814804404974
0,0,0.005159808322787285
32,0,0.005799523554742336
38,0,0.0059496741741895676
47,0,0.005800503306090832
55,0,0.006137519143521786
62,0,0.0062555186450481415
70,0,0.006102064624428749
77,0,0.006364570930600166
87,0,0.0064682066440582275
94,0,0.00628254096955061
101,0,0.006311475299298763
108,0,0.006885978393256664
116,0,0.006571607664227486
124,0,0.006640168838202953
131,0,0.00761472899466753
140,0,0.008483335375785828
147,0,0.00961286574602127
153,0,0.00904267467558384
161,0,0.008691616356372833
168,0,0.01123487576842308
177,0,0.011980513110756874
184,0,0.014361361972987652
191,0,0.017534935846924782
200,0,0.019753791391849518
207,0,0.020686641335487366
215,0,0.021995932795107365
224,0,0.022313392721116543
231,0,0.022924336604773998
239,0,0.024571027606725693
247,0,0.025900593027472496
254,0,0.029475933872163296
262,0,0.031724329106509686
270,0,0.031849742867052555
278,0,0.036211950704455376
287,0,0.03320456016808748
294,0,0.0382264768704772
303,0,0.03481248114258051
310,0,0.03988196514546871
319,0,0.03894403204321861
326,0,0.03808525111526251
334,0,0.03751277644187212
341,0,0.03582090511918068
350,0,0.03606389928609133
358,0,0.03194790054112673
365,0,0.035684533417224884
375,0,0.03569119703024626
382,0,0.032897669821977615
390,0,0.030198967084288597
397,0,0.029539511539041996
406,0,0.030072037130594254
413,0,0.027983476407825947
422,0,0.028341200202703476
430,0,0.02662090491503477
438,0,0.02038545534014702
445,0,0.019305872730910778
454,0,0.018598536029458046
462,0,0.014283828437328339
469,0,0.01511358842253685
477,0,0.013623240403831005
485,0,0.014266670681536198
494,0,0.01461463700979948
501,0,0.0147425951436162
509,0,0.02002408355474472
517,0,0.020644735544919968
525,0,0.023931453004479408
532,0,0.02813771925866604
540,0,0.0282676974311471
550,0,0.027272908948361874
557,0,0.03111022524535656
565,0,0.029500977136194706
573,0,0.03195121791213751
581,0,0.03421755228191614
588,0,0.035394405014812946
596,0,0.035897872410714626
605,0,0.033210829831659794
613,0,0.0347822355106473
620,0,0.03595332894474268
629,0,0.03882042970508337
637,0,0.037955244071781635
644,0,0.040751623921096325
652,0,0.03823298215866089
663,0,0.0360639626160264
670,0,0.03380530420690775
678,0,0.03606950864195824
686,0,0.033215817995369434
694,0,0.03436637856066227
701,0,0.03219272382557392
711,0,0.026555253192782402
719,0,0.024224051274359226
727,0,0.02536915149539709
734,0,0.022550655528903008
742,0,0.022467988543212414
750,0,0.02095098327845335
757,0,0.020283669233322144
765,0,0.018472489900887012
772,0,0.017264761961996555
781,0,0.013405398465692997
790,0,0.012039669789373875
799,0,0.008724231272935867
806,0,0.009043168276548386
814,0,0.010218968614935875
821,0,0.008240188471972942
827,0,0.008514389395713806
836,0,0.007055876776576042
843,0,0.00699634850025177
853,0,0.006771912798285484
861,0,0.00663498230278492
868,0,0.0066633205860853195
875,0,0.006530826911330223
883,0,0.006525373086333275
891,0,0.006435934454202652
899,0,0.006308119744062424
906,0,0.006213810294866562
913,0,0.006212219595909119
919,0,0.006210090592503548
928,0,0.006188979372382164
935,0,0.0062094759196043015
945,0,0.006080459803342819
953,0,0.006081108003854752
1,1,0.005575621500611305
37,1,0.005602609366178513
44,1,0.006011728197336197
51,1,0.00603023637086153
59,1,0.005940776318311691
67,1,0.006256760098040104
74,1,0.006180905736982822
82,1,0.006320902146399021
89,1,0.006250276230275631
97,1,0.006509746424853802
104,1,0.006428112275898457
111,1,0.0070075104013085365
120,1,0.0068847909569740295
127,1,0.007010737434029579
134,1,0.008013349957764149
143,1,0.008822554722428322
151,1,0.00936522800475359
158,1,0.008964139968156815
167,1,0.009723168797791004
174,1,0.011680666357278824
181,1,0.013641801662743092
189,1,0.016737273894250393
197,1,0.018903421238064766
205,1,0.020775032229721546
212,1,0.020350364968180656
219,1,0.021879762411117554
226,1,0.022279555909335613
234,1,0.02610265463590622
242,1,0.023313088342547417
251,1,0.028431561775505543
259,1,0.03192037437111139
267,1,0.03347026836127043
274,1,0.03311219159513712
282,1,0.03534813690930605
291,1,0.03315067011862993
297,1,0.036715516820549965
307,1,0.0371582405641675
314,1,0.04026006441563368
322,1,0.03867139667272568
331,1,0.03886482957750559
339,1,0.034934572875499725
347,1,0.03543504700064659
354,1,0.035107010044157505
363,1,0.03543686028569937
370,1,0.036087098531425
378,1,0.033925318159163
387,1,0.032024252228438854
395,1,0.029421569779515266
403,1,0.030931539833545685
411,1,0.026615937240421772
419,1,0.028364555910229683
426,1,0.027998999692499638
434,1,0.02338981255888939
443,1,0.020490306429564953
450,1,0.02157280594110489
459,1,0.014386007562279701
466,1,0.014527787454426289
474,1,0.013447659090161324
482,1,0.015075257048010826
490,1,0.013897028751671314
499,1,0.01425149291753769
506,1,0.01850326918065548
514,1,0.02076507080346346
522,1,0.021115551702678204
530,1,0.02584200818091631
538,1,0.028045819140970707
545,1,0.025817585177719593
552,1,0.027064871042966843
561,1,0.02967806626111269
568,1,0.029311176389455795
576,1,0.03240456059575081
583,1,0.03359993454068899
593,1,0.03505081497132778
600,1,0.03421072568744421
608,1,0.03541209548711777
616,1,0.03756037540733814
625,1,0.0359746515750885
632,1,0.038662388920784
641,1,0.03895276878029108
649,1,0.03860841225832701
656,1,0.03407643921673298
664,1,0.038172923028469086
672,1,0.03465299308300018
680,1,0.03594035096466541
689,1,0.032971546053886414
696,1,0.031118720769882202
705,1,0.029367112554609776
713,1,0.025493868626654148
720,1,0.024900667369365692
728,1,0.023434105329215527
736,1,0.022838832810521126
744,1,0.022379093803465366
751,1,0.022072033025324345
759,1,0.02173976320773363
769,1,0.018162520602345467
777,1,0.01420305110514164
784,1,0.012565421871840954
792,1,0.011374393478035927
800,1,0.009230505675077438
808,1,0.009759783744812012
817,1,0.009198137558996677
824,1,0.00844192411750555
833,1,0.0070275552570819855
840,1,0.006893527694046497
846,1,0.006803854368627071
854,1,0.006799384951591492
862,1,0.006527598015964031
869,1,0.006600058637559414
876,1,0.0065087564289569855
884,1,0.0065022120252251625
892,1,0.00643408577889204
900,1,0.006312807090580463
907,1,0.006169659085571766
914,1,0.0062154484912753105
920,1,0.00620978232473135
929,1,0.006201881915330887
936,1,0.0062035443261265755
946,1,0.006125025451183319
954,1,0.006072293967008591
4,4,0.004546766169369221
15,4,0.004645434208214283
17,4,0.004556396044790745
19,4,0.004607480950653553
21,4,0.004600089974701405
23,4,0.004845805466175079
25,4,0.004584151320159435
27,4,0.00457776989787817
29,4,0.004517522640526295
31,4,0.004481070674955845
36,4,0.004569529555737972
42,4,0.00478352140635252
48,4,0.004622342996299267
53,4,0.004930003546178341
60,4,0.004718615673482418
66,4,0.005073226056993008
73,4,0.004952610470354557
80,4,0.0050158025696873665
85,4,0.00517005380243063
92,4,0.0049880752339959145
98,4,0.005133512429893017
105,4,0.005057025700807571
113,4,0.005611475557088852
119,4,0.005470517091453075
126,4,0.0053062476217746735
133,4,0.006582870148122311
139,4,0.006396153010427952
144,4,0.007417917251586914
149,4,0.007476736791431904
156,4,0.0067330095916986465
163,4,0.00663534551858902
169,4,0.009766406379640102
176,4,0.009614285081624985
183,4,0.011013610288500786
190,4,0.013226548209786415
196,4,0.014219587668776512
202,4,0.01487171370536089
208,4,0.016959520988166332
214,4,0.016556154936552048
220,4,0.017378410324454308
225,4,0.01706790830940008
232,4,0.018102971836924553
238,4,0.02132111694663763
246,4,0.01970498450100422
253,4,0.021380162797868252
257,4,0.02283998765051365
263,4,0.023535607382655144
269,4,0.024394715204834938
276,4,0.025907326489686966
281,4,0.027784542180597782
288,4,0.026166525669395924
296,4,0.029176563024520874
302,4,0.025559639558196068
306,4,0.028020715340971947
312,4,0.028399592265486717
318,4,0.03027772717177868
325,4,0.030428463593125343
332,4,0.02981119602918625
335,4,0.027936618775129318
342,4,0.027599094435572624
348,4,0.026734495535492897
356,4,0.025195655412971973
362,4,0.026267463341355324
368,4,0.026776074431836605
373,4,0.027439608238637447
380,4,0.026210453361272812
385,4,0.02468880172818899
391,4,0.022099701687693596
398,4,0.022944452241063118
405,4,0.023906520567834377
412,4,0.021275876089930534
417,4,0.02158208005130291
423,4,0.022042294032871723
429,4,0.021090288646519184
435,4,0.01788647100329399
441,4,0.016869133338332176
449,4,0.017147132195532322
455,4,0.013108018785715103
461,4,0.011325918138027191
467,4,0.011219018138945103
473,4,0.010198554955422878
479,4,0.011157535016536713
484,4,0.01059726718813181
491,4,0.011360271833837032
497,4,0.011104137636721134
504,4,0.012454835698008537
510,4,0.015980204567313194
516,4,0.016431255266070366
523,4,0.01586615014821291
529,4,0.01903020404279232
533,4,0.02137129008769989
539,4,0.0225860932841897
546,4,0.021902209147810936
554,4,0.023759297095239162
560,4,0.024316763505339622
566,4,0.023769890889525414
572,4,0.024406827054917812
579,4,0.026161090470850468
585,4,0.028292739763855934
591,4,0.027636181563138962
597,4,0.026637611910700798
603,4,0.025282518938183784
610,4,0.027985078282654285
617,4,0.027748165652155876
623,4,0.027439935132861137
627,4,0.029264510609209538
635,4,0.030827265232801437
642,4,0.03236180730164051
648,4,0.028917991556227207
654,4,0.02852759324014187
659,4,0.026724716648459435
666,4,0.029410474002361298
673,4,0.026012438349425793
679,4,0.02818357851356268
685,4,0.02549057174474001
691,4,0.024969467893242836
698,4,0.025131486356258392
703,4,0.023649453185498714
710,4,0.022346625104546547
715,4,0.018920542672276497
722,4,0.02112304326146841
729,4,0.01788667682558298
735,4,0.01747780106961727
741,4,0.017697397619485855
749,4,0.01731986738741398
755,4,0.016825437545776367
761,4,0.017029148526489735
766,4,0.01396828331053257
773,4,0.012600800953805447
780,4,0.011129147373139858
786,4,0.009330153465270996
793,4,0.007882779464125633
798,4,0.006958728656172752
804,4,0.006954817101359367
810,4,0.007347949780523777
815,4,0.008553276769816875
822,4,0.006655456498265266
830,4,0.006296520121395588
835,4,0.005691281519830227
842,4,0.005546703934669495
849,4,0.00530133955180645
855,4,0.005318072624504566
860,4,0.005434295162558556
865,4,0.005438041873276234
872,4,0.005397658795118332
879,4,0.0049510858952999115
885,4,0.005163738504052162
890,4,0.005275167524814606
897,4,0.005150749348104
905,4,0.0048567624762654305
910,4,0.004793408326804638
916,4,0.004916216246783733
923,4,0.004991142079234123
927,4,0.004797411151230335
934,4,0.004792470484972
941,4,0.004833449609577656
947,4,0.0046617863699793816
951,4,0.0048339273780584335
957,4,0.004859632812440395
